"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneLocus","geneType","geneSymbol"
1,1,2,3,"Rv2872","CDS","vapC43"
NA,7,NA,10,"Rv2873","CDS","mpt83"
2,15,7,19,"Rv2874","CDS","dipZ"
1,1,NA,11,"Rv2875","CDS","mpt70"
NA,NA,2,NA,"Rv2876","CDS","Rv2876"
1,3,2,4,"Rv2877c","CDS","Rv2877c"
1,3,NA,7,"Rv2878c","CDS","mpt53"
1,2,NA,10,"Rv2879c","CDS","Rv2879c"
2,3,NA,14,"Rv2880c","CDS","Rv2880c"
1,3,1,14,"Rv2881c","CDS","cdsA"
1,2,NA,3,"Rv2882c","CDS","frr"
1,3,NA,7,"Rv2883c","CDS","pyrH"
2,1,3,6,"Rv2884","CDS","Rv2884"
5,4,3,10,"Rv2885c","CDS","Rv2885c"
2,3,1,10,"Rv2886c","CDS","Rv2886c"
2,1,2,4,"Rv2887","CDS","Rv2887"
3,4,5,19,"Rv2888c","CDS","amiC"
1,2,1,2,"Rv2889c","CDS","tsf"
NA,3,4,5,"Rv2890c","CDS","rpsB"
NA,6,3,17,"Rv2891","CDS","Rv2891"
3,8,6,15,"Rv2892c","CDS","PPE45"
1,5,NA,6,"Rv2893","CDS","Rv2893"
1,1,1,6,"Rv2894c","CDS","xerC"
NA,9,3,10,"Rv2895c","CDS","viuB"
NA,7,1,14,"Rv2896c","CDS","Rv2896c"
NA,6,5,22,"Rv2897c","CDS","Rv2897c"
NA,1,1,NA,"Rv2898c","CDS","Rv2898c"
NA,3,1,9,"Rv2899c","CDS","fdhD"
NA,19,3,22,"Rv2900c","CDS","fdhF"
NA,1,NA,3,"Rv2901c","CDS","Rv2901c"
1,5,3,10,"Rv2902c","CDS","rnhB"
3,5,3,22,"Rv2903c","CDS","lepB"
NA,1,NA,4,"Rv2904c","CDS","rplS"
4,4,3,11,"Rv2905","CDS","lppW"
NA,9,NA,6,"Rv2906c","CDS","trmD"
1,2,1,5,"Rv2907c","CDS","rimM"
1,NA,1,NA,"Rv2908c","CDS","Rv2908c"
4,5,1,6,"Rv2909c","CDS","rpsP"
NA,2,NA,3,"Rv2910c","CDS","Rv2910c"
NA,5,NA,10,"Rv2911","CDS","dacB2"
NA,2,NA,7,"Rv2912c","CDS","Rv2912c"
4,7,1,12,"Rv2913c","CDS","Rv2913c"
2,16,5,35,"Rv2914c","CDS","pknI"
NA,10,1,8,"Rv2915c","CDS","Rv2915c"
2,7,3,20,"Rv2916c","CDS","ffh"
4,11,4,18,"Rv2917","CDS","Rv2917"
3,17,3,23,"Rv2918c","CDS","glnD"
NA,NA,NA,3,"Rv2919c","CDS","glnB"
NA,2,NA,15,"Rv2920c","CDS","amt"
5,10,2,7,"Rv2921c","CDS","ftsY"
1,NA,NA,2,"Rv2922A","CDS","acyP"
3,8,4,19,"Rv2922c","CDS","smc"
NA,2,NA,1,"Rv2923c","CDS","Rv2923c"
NA,5,NA,8,"Rv2924c","CDS","fpg"
1,1,NA,7,"Rv2925c","CDS","rnc"
NA,2,1,14,"Rv2926c","CDS","Rv2926c"
NA,1,NA,2,"Rv2927c","CDS","Rv2927c"
1,4,6,7,"Rv2928","CDS","tesA"
NA,2,1,6,"Rv2929","CDS","Rv2929"
5,13,4,19,"Rv2930","CDS","fadD26"
7,46,19,60,"Rv2931","CDS","ppsA"
5,23,14,59,"Rv2932","CDS","ppsB"
5,49,15,51,"Rv2933","CDS","ppsC"
8,31,9,63,"Rv2934","CDS","ppsD"
6,28,8,53,"Rv2935","CDS","ppsE"
1,8,NA,4,"Rv2936","CDS","drrA"
1,2,4,13,"Rv2937","CDS","drrB"
NA,3,2,9,"Rv2938","CDS","drrC"
3,11,4,13,"Rv2939","CDS","papA5"
8,33,7,63,"Rv2940c","CDS","mas"
NA,NA,NA,NA,"Rv2940c","promoter","mas"
NA,NA,NA,NA,"Rv2940c","promoter","mas"
4,11,7,17,"Rv2941","CDS","fadD28"
3,16,5,24,"Rv2942","CDS","mmpL7"
2,3,1,3,"Rv2943A","CDS","Rv2943A"
NA,5,NA,24,"Rv2943","CDS","Rv2943"
2,8,3,8,"Rv2944","CDS","Rv2944"
3,4,NA,5,"Rv2945c","CDS","lppX"
7,25,7,44,"Rv2946c","CDS","pks1"
3,5,2,13,"Rv2947c","CDS","pks15"
9,5,6,18,"Rv2948c","CDS","fadD22"
2,NA,1,4,"Rv2949c","CDS","Rv2949c"
1,10,2,23,"Rv2950c","CDS","fadD29"
2,7,5,13,"Rv2951c","CDS","Rv2951c"
1,3,3,7,"Rv2952","CDS","Rv2952"
1,7,4,9,"Rv2953","CDS","Rv2953"
3,4,2,7,"Rv2954c","CDS","Rv2954c"
1,5,2,14,"Rv2955c","CDS","Rv2955c"
2,2,2,4,"Rv2956","CDS","Rv2956"
1,4,3,1,"Rv2957","CDS","Rv2957"
2,7,3,27,"Rv2958c","CDS","Rv2958c"
2,3,6,3,"Rv2959c","CDS","Rv2959c"
NA,2,1,5,"Rv2960c","CDS","Rv2960c"
NA,3,1,4,"Rv2961","CDS","Rv2961"
5,6,3,19,"Rv2962c","CDS","Rv2962c"
NA,2,3,9,"Rv2963","CDS","Rv2963"
4,3,4,12,"Rv2964","CDS","purU"
1,2,2,2,"Rv2965c","CDS","kdtB"
1,2,2,4,"Rv2966c","CDS","Rv2966c"
2,14,6,44,"Rv2967c","CDS","pca"
2,2,1,9,"Rv2968c","CDS","Rv2968c"
1,6,1,5,"Rv2969c","CDS","Rv2969c"
2,2,1,NA,"Rv2970A","CDS","Rv2970A"
2,8,3,12,"Rv2970c","CDS","lipN"
NA,5,2,6,"Rv2971","CDS","Rv2971"
NA,4,5,8,"Rv2972c","CDS","Rv2972c"
1,10,2,19,"Rv2973c","CDS","recG"
1,6,2,10,"Rv2974c","CDS","Rv2974c"
NA,NA,NA,2,"Rv2975c","CDS","Rv2975c"
3,5,1,14,"Rv2976c","CDS","ung"
NA,5,1,10,"Rv2977c","CDS","thiL"
2,7,2,10,"Rv2978c","CDS","Rv2978c"
NA,NA,1,4,"Rv2979c","CDS","Rv2979c"
1,7,2,14,"Rv2980","CDS","Rv2980"
2,6,NA,15,"Rv2981c","CDS","ddlA"
NA,9,2,4,"Rv2982c","CDS","gpdA2"
NA,5,1,7,"Rv2983","CDS","Rv2983"
1,16,5,17,"Rv2984","CDS","ppk1"
1,10,2,7,"Rv2985","CDS","mutT1"
1,6,NA,7,"Rv2986c","CDS","hupB"
1,5,NA,4,"Rv2987c","CDS","leuD"
NA,7,4,14,"Rv2988c","CDS","leuC"
2,2,3,6,"Rv2989","CDS","Rv2989"
NA,4,NA,8,"Rv2990c","CDS","Rv2990c"
NA,3,1,4,"Rv2991","CDS","Rv2991"
1,12,2,13,"Rv2992c","CDS","gltS"
NA,6,2,14,"Rv2993c","CDS","Rv2993c"
3,10,6,12,"Rv2994","CDS","Rv2994"
NA,4,1,12,"Rv2995c","CDS","leuB"
1,6,2,15,"Rv2996c","CDS","serA1"
3,15,2,18,"Rv2997","CDS","Rv2997"
NA,1,3,NA,"Rv2998A","CDS","Rv2998A"
1,4,NA,2,"Rv2998","CDS","Rv2998"
1,5,2,11,"Rv2999","CDS","lppY"
NA,4,1,6,"Rv3000","CDS","Rv3000"
NA,8,NA,7,"Rv3001c","CDS","ilvC"
NA,1,NA,5,"Rv3002c","CDS","ilvN"
NA,11,5,27,"Rv3003c","CDS","ilvB1"
NA,2,NA,6,"Rv3004","CDS","cfp6"
3,5,2,9,"Rv3005c","CDS","Rv3005c"
2,16,1,20,"Rv3006","CDS","lppZ"
1,6,NA,5,"Rv3007c","CDS","Rv3007c"
3,5,1,2,"Rv3008","CDS","Rv3008"
4,8,1,10,"Rv3009c","CDS","gatB"
1,3,1,8,"Rv3010c","CDS","pfkA"
NA,10,NA,18,"Rv3011c","CDS","gatA"
NA,1,NA,4,"Rv3012c","CDS","gatC"
NA,4,3,8,"Rv3013","CDS","Rv3013"
NA,14,2,20,"Rv3014c","CDS","ligA"
3,4,2,11,"Rv3015c","CDS","Rv3015c"
NA,3,2,4,"Rv3016","CDS","lpqA"
NA,NA,1,4,"Rv3017c","CDS","esxQ"
1,NA,NA,NA,"Rv3018A","CDS","PE27A"
1,4,3,23,"Rv3018c","CDS","PPE46"
NA,NA,NA,1,"Rv3019c","CDS","esxR"
NA,NA,NA,1,"Rv3020c","CDS","esxS"
1,2,3,19,"Rv3021c","CDS","PPE47"
1,NA,NA,3,"Rv3022A","CDS","PE29"
NA,1,NA,6,"Rv3022c","CDS","PPE48"
NA,9,1,6,"Rv3023c","CDS","Rv3023c"
2,4,1,11,"Rv3024c","CDS","trmU"
NA,5,1,9,"Rv3025c","CDS","iscS"
NA,5,6,10,"Rv3026c","CDS","Rv3026c"
1,4,4,14,"Rv3027c","CDS","Rv3027c"
1,1,1,11,"Rv3028c","CDS","fixB"
NA,3,1,5,"Rv3029c","CDS","fixA"
2,9,4,4,"Rv3030","CDS","Rv3030"
1,10,5,19,"Rv3031","CDS","Rv3031"
1,3,2,5,"Rv3032A","CDS","Rv3032A"
1,7,4,12,"Rv3032","CDS","Rv3032"
NA,5,1,1,"Rv3033","CDS","Rv3033"
NA,3,2,9,"Rv3034c","CDS","Rv3034c"
2,8,5,15,"Rv3035","CDS","Rv3035"
3,5,1,12,"Rv3036c","CDS","TB22.2"
1,9,NA,8,"Rv3037c","CDS","Rv3037c"
1,7,3,7,"Rv3038c","CDS","Rv3038c"
1,5,NA,6,"Rv3039c","CDS","echA17"
4,3,3,14,"Rv3040c","CDS","Rv3040c"
2,7,1,3,"Rv3041c","CDS","Rv3041c"
1,3,3,12,"Rv3042c","CDS","serB2"
2,13,NA,22,"Rv3043c","CDS","ctaD"
1,3,3,17,"Rv3044","CDS","fecB"
2,6,2,8,"Rv3045","CDS","adhC"
NA,3,NA,6,"Rv3046c","CDS","Rv3046c"
1,NA,1,5,"Rv3047c","CDS","Rv3047c"
NA,4,NA,6,"Rv3048c","CDS","nrdF2"
NA,11,1,13,"Rv3049c","CDS","Rv3049c"
1,10,NA,5,"Rv3050c","CDS","Rv3050c"
NA,8,2,12,"Rv3051c","CDS","nrdE"
NA,4,NA,4,"Rv3052c","CDS","nrdI"
NA,3,NA,NA,"Rv3053c","CDS","nrdH"
NA,NA,1,8,"Rv3054c","CDS","Rv3054c"
1,1,3,6,"Rv3055","CDS","Rv3055"
1,8,4,9,"Rv3056","CDS","dinP"
1,3,4,5,"Rv3057c","CDS","Rv3057c"
NA,2,2,6,"Rv3058c","CDS","Rv3058c"
1,9,3,23,"Rv3059","CDS","cyp136"
3,9,2,9,"Rv3060c","CDS","Rv3060c"
3,8,1,17,"Rv3061c","CDS","fadE22"
NA,3,3,20,"Rv3062","CDS","ligB"
2,10,8,22,"Rv3063","CDS","cstA"
NA,3,1,5,"Rv3064c","CDS","Rv3064c"
NA,1,NA,1,"Rv3065","CDS","mmr"
NA,1,3,5,"Rv3066","CDS","Rv3066"
3,3,3,5,"Rv3067","CDS","Rv3067"
2,7,2,22,"Rv3068c","CDS","pgmA"
NA,2,4,1,"Rv3069","CDS","Rv3069"
NA,1,NA,1,"Rv3070","CDS","Rv3070"
3,3,3,7,"Rv3071","CDS","Rv3071"
1,2,1,6,"Rv3072c","CDS","Rv3072c"
NA,1,1,3,"Rv3073c","CDS","Rv3073c"
3,6,3,13,"Rv3074","CDS","Rv3074"
2,3,NA,12,"Rv3075c","CDS","Rv3075c"
1,3,1,2,"Rv3076","CDS","Rv3076"
1,11,6,29,"Rv3077","CDS","Rv3077"
NA,2,NA,4,"Rv3078","CDS","hab"
3,4,2,16,"Rv3079c","CDS","Rv3079c"
2,23,1,28,"Rv3080c","CDS","pknK"
2,7,3,7,"Rv3081","CDS","Rv3081"
NA,4,1,13,"Rv3082c","CDS","virS"
NA,8,NA,14,"Rv3083","CDS","Rv3083"
NA,7,3,13,"Rv3084","CDS","lipR"
NA,3,NA,3,"Rv3085","CDS","Rv3085"
NA,1,2,11,"Rv3086","CDS","adhD"
2,10,NA,27,"Rv3087","CDS","Rv3087"
NA,14,2,16,"Rv3088","CDS","tgs4"
2,10,NA,15,"Rv3089","CDS","fadD13"
1,7,NA,7,"Rv3090","CDS","Rv3090"
2,12,1,26,"Rv3091","CDS","Rv3091"
NA,2,1,9,"Rv3092c","CDS","Rv3092c"
2,8,1,10,"Rv3093c","CDS","Rv3093c"
NA,3,3,10,"Rv3094c","CDS","Rv3094c"
1,2,5,4,"Rv3095","CDS","Rv3095"
NA,10,4,15,"Rv3096","CDS","Rv3096"
1,4,5,23,"Rv3097c","CDS","lipY"
1,1,1,3,"Rv3098A","CDS","Rv3098A"
1,1,2,7,"Rv3098c","CDS","Rv3098c"
NA,6,2,11,"Rv3099c","CDS","Rv3099c"
NA,NA,NA,3,"Rv3100c","CDS","smpB"
NA,3,NA,3,"Rv3101c","CDS","ftsX"
NA,2,1,6,"Rv3102c","CDS","ftsE"
2,5,6,23,"Rv3103c","CDS","Rv3103c"
NA,4,NA,6,"Rv3104c","CDS","Rv3104c"
NA,5,1,7,"Rv3105c","CDS","prfB"
NA,14,3,13,"Rv3106","CDS","fprA"
1,5,5,20,"Rv3107c","CDS","agpS"
5,6,2,4,"Rv3108","CDS","Rv3108"
3,4,4,7,"Rv3109","CDS","moaA1"
2,1,1,NA,"Rv3110","CDS","moaB1"
1,1,NA,4,"Rv3111","CDS","moaC1"
2,NA,NA,2,"Rv3112","CDS","moaD1"
2,5,2,NA,"Rv3113","CDS","Rv3113"
NA,2,3,4,"Rv3114","CDS","Rv3114"
NA,9,1,6,"Rv3115","CDS","Rv3115"
2,8,2,11,"Rv3116","CDS","moeB2"
1,3,NA,10,"Rv3117","CDS","cysA3"
NA,3,NA,1,"Rv3118","CDS","sseC1"
1,2,1,4,"Rv3119","CDS","moaE1"
NA,6,3,6,"Rv3120","CDS","Rv3120"
1,8,5,19,"Rv3121","CDS","cyp141"
NA,3,1,6,"Rv3122","CDS","Rv3122"
3,3,2,10,"Rv3123","CDS","Rv3123"
3,3,4,4,"Rv3124","CDS","moaR1"
1,2,4,25,"Rv3125c","CDS","PPE49"
1,NA,2,2,"Rv3126c","CDS","Rv3126c"
3,7,1,15,"Rv3127","CDS","Rv3127"
NA,5,3,8,"Rv3128c","CDS","Rv3128c"
NA,NA,NA,4,"Rv3129","CDS","Rv3129"
3,7,2,14,"Rv3130c","CDS","tgs1"
NA,11,4,16,"Rv3131","CDS","Rv3131"
2,4,3,16,"Rv3132c","CDS","devS"
1,4,3,1,"Rv3133c","CDS","devR"
1,4,2,8,"Rv3134c","CDS","Rv3134c"
1,2,4,3,"Rv3135","CDS","PPE50"
2,2,NA,9,"Rv3136A","CDS","Rv3136A"
4,6,7,13,"Rv3136","CDS","PPE51"
NA,1,2,8,"Rv3137","CDS","Rv3137"
2,4,5,7,"Rv3138","CDS","pflA"
1,7,1,15,"Rv3139","CDS","fadE24"
NA,6,NA,7,"Rv3140","CDS","fadE23"
2,5,4,7,"Rv3141","CDS","fadB4"
NA,2,4,2,"Rv3142c","CDS","Rv3142c"
NA,6,NA,6,"Rv3143","CDS","Rv3143"
1,2,5,19,"Rv3144c","CDS","PPE52"
NA,4,NA,2,"Rv3145","CDS","nuoA"
NA,3,2,8,"Rv3146","CDS","nuoB"
3,7,NA,13,"Rv3147","CDS","nuoC"
NA,13,1,9,"Rv3148","CDS","nuoD"
NA,10,4,12,"Rv3149","CDS","nuoE"
1,7,3,16,"Rv3150","CDS","nuoF"
2,18,1,29,"Rv3151","CDS","nuoG"
1,9,3,14,"Rv3152","CDS","nuoH"
NA,5,1,12,"Rv3153","CDS","nuoI"
NA,7,NA,2,"Rv3154","CDS","nuoJ"
NA,NA,NA,1,"Rv3155","CDS","nuoK"
1,4,3,16,"Rv3156","CDS","nuoL"
2,9,3,22,"Rv3157","CDS","nuoM"
2,6,2,17,"Rv3158","CDS","nuoN"
NA,1,2,6,"Rv3159c","CDS","PPE53"
1,3,1,9,"Rv3160c","CDS","Rv3160c"
1,5,4,9,"Rv3161c","CDS","Rv3161c"
NA,NA,1,7,"Rv3162c","CDS","Rv3162c"
1,3,3,16,"Rv3163c","CDS","Rv3163c"
3,3,2,10,"Rv3164c","CDS","moxR3"
NA,1,1,4,"Rv3165c","CDS","Rv3165c"
2,7,1,16,"Rv3166c","CDS","Rv3166c"
1,6,NA,5,"Rv3167c","CDS","Rv3167c"
1,6,2,14,"Rv3168","CDS","Rv3168"
1,6,5,15,"Rv3169","CDS","Rv3169"
NA,7,3,20,"Rv3170","CDS","aofH"
1,4,4,6,"Rv3171c","CDS","hpx"
2,2,3,3,"Rv3172c","CDS","Rv3172c"
NA,5,3,5,"Rv3173c","CDS","Rv3173c"
2,1,NA,6,"Rv3174","CDS","Rv3174"
3,13,5,12,"Rv3175","CDS","Rv3175"
1,6,4,7,"Rv3176c","CDS","mesT"
1,6,2,5,"Rv3177","CDS","Rv3177"
NA,2,3,7,"Rv3178","CDS","Rv3178"
NA,6,3,12,"Rv3179","CDS","Rv3179"
NA,3,1,2,"Rv3180c","CDS","Rv3180c"
1,3,1,4,"Rv3181c","CDS","Rv3181c"
NA,1,1,4,"Rv3182","CDS","Rv3182"
NA,NA,NA,NA,"Rv3183","CDS","Rv3183"
NA,1,1,2,"Rv3184","CDS","Rv3184"
1,5,4,6,"Rv3185","CDS","Rv3185"
NA,1,1,2,"Rv3186","CDS","Rv3186"
1,5,4,6,"Rv3187","CDS","Rv3187"
1,2,NA,1,"Rv3188","CDS","Rv3188"
3,6,1,7,"Rv3189","CDS","Rv3189"
1,1,NA,1,"Rv3190A","CDS","Rv3190A"
2,6,6,10,"Rv3190c","CDS","Rv3190c"
4,7,3,11,"Rv3191c","CDS","Rv3191c"
NA,8,1,11,"Rv3192","CDS","Rv3192"
2,15,4,47,"Rv3193c","CDS","Rv3193c"
2,4,4,13,"Rv3194c","CDS","Rv3194c"
2,12,1,14,"Rv3195","CDS","Rv3195"
NA,NA,NA,2,"Rv3196A","CDS","Rv3196A"
3,8,3,10,"Rv3196","CDS","Rv3196"
NA,4,NA,6,"Rv3197A","CDS","whiB7"
1,10,3,12,"Rv3197","CDS","Rv3197"
NA,1,NA,1,"Rv3198A","CDS","Rv3198A"
2,11,5,16,"Rv3198c","CDS","uvrD2"
NA,3,4,11,"Rv3199c","CDS","nudC"
1,5,1,4,"Rv3200c","CDS","Rv3200c"
6,27,8,40,"Rv3201c","CDS","Rv3201c"
6,10,10,45,"Rv3202c","CDS","Rv3202c"
NA,9,3,8,"Rv3203","CDS","lipV"
NA,1,2,4,"Rv3204","CDS","Rv3204"
2,12,4,9,"Rv3205c","CDS","Rv3205c"
1,6,3,12,"Rv3206c","CDS","moeB1"
1,9,2,13,"Rv3207c","CDS","Rv3207c"
NA,1,NA,1,"Rv3208A","CDS","TB9.4"
1,2,1,5,"Rv3208","CDS","Rv3208"
3,4,5,14,"Rv3209","CDS","Rv3209"
1,3,2,3,"Rv3210c","CDS","Rv3210c"
NA,13,4,13,"Rv3211","CDS","rhlE"
1,3,5,19,"Rv3212","CDS","Rv3212"
NA,5,NA,10,"Rv3213c","CDS","Rv3213c"
NA,2,1,6,"Rv3214","CDS","gpm2"
3,6,10,10,"Rv3215","CDS","entC"
1,1,1,6,"Rv3216","CDS","Rv3216"
3,NA,NA,5,"Rv3217c","CDS","Rv3217c"
NA,9,3,9,"Rv3218","CDS","Rv3218"
NA,NA,NA,4,"Rv3219","CDS","whiB1"
NA,3,NA,15,"Rv3220c","CDS","Rv3220c"
NA,2,NA,3,"Rv3221A","CDS","rshA"
NA,1,NA,NA,"Rv3221c","CDS","TB7.3"
NA,1,4,2,"Rv3222c","CDS","Rv3222c"
1,2,NA,7,"Rv3223c","CDS","sigH"
2,1,1,2,"Rv3224A","CDS","Rv3224A"
1,3,NA,1,"Rv3224B","CDS","Rv3224B"
NA,3,5,10,"Rv3224","CDS","Rv3224"
1,9,3,17,"Rv3225c","CDS","Rv3225c"
2,7,3,15,"Rv3226c","CDS","Rv3226c"
1,8,5,18,"Rv3227","CDS","aroA"
1,9,2,12,"Rv3228","CDS","Rv3228"
NA,2,1,11,"Rv3229c","CDS","desA3"
NA,10,2,11,"Rv3230c","CDS","Rv3230c"
NA,2,2,5,"Rv3231c","CDS","Rv3231c"
NA,5,4,9,"Rv3232c","CDS","ppk2"
1,1,NA,9,"Rv3233c","CDS","Rv3233c"
NA,2,3,12,"Rv3234c","CDS","tgs3"
2,6,1,13,"Rv3235","CDS","Rv3235"
1,2,NA,11,"Rv3236c","CDS","Rv3236c"
NA,1,NA,7,"Rv3237c","CDS","Rv3237c"
NA,2,1,8,"Rv3238c","CDS","Rv3238c"
5,11,7,36,"Rv3239c","CDS","Rv3239c"
NA,12,2,19,"Rv3240c","CDS","secA1"
1,1,2,7,"Rv3241c","CDS","Rv3241c"
2,1,2,8,"Rv3242c","CDS","Rv3242c"
1,5,2,14,"Rv3243c","CDS","Rv3243c"
1,11,3,30,"Rv3244c","CDS","lpqB"
1,8,3,19,"Rv3245c","CDS","mtrB"
1,5,1,7,"Rv3246c","CDS","mtrA"
1,3,2,2,"Rv3247c","CDS","tmk"
2,10,NA,8,"Rv3248c","CDS","sahH"
1,4,1,5,"Rv3249c","CDS","Rv3249c"
NA,1,NA,2,"Rv3250c","CDS","rubB"
NA,1,1,2,"Rv3251c","CDS","rubA"
NA,11,NA,16,"Rv3252c","CDS","alkB"
2,4,1,11,"Rv3253c","CDS","Rv3253c"
3,9,3,17,"Rv3254","CDS","Rv3254"
3,10,3,15,"Rv3255c","CDS","manA"
1,5,NA,13,"Rv3256c","CDS","Rv3256c"
NA,5,2,13,"Rv3257c","CDS","pmmA"
1,10,2,6,"Rv3258c","CDS","Rv3258c"
NA,2,3,9,"Rv3259","CDS","Rv3259"
1,2,1,4,"Rv3260c","CDS","whiB2"
1,4,NA,11,"Rv3261","CDS","fbiA"
2,10,4,13,"Rv3262","CDS","fbiB"
5,6,6,16,"Rv3263","CDS","Rv3263"
1,8,1,11,"Rv3264c","CDS","manB"
NA,8,NA,14,"Rv3265c","CDS","wbbL1"
1,6,1,8,"Rv3266c","CDS","rmlD"
3,7,3,13,"Rv3267","CDS","Rv3267"
NA,6,1,7,"Rv3268","CDS","Rv3268"
NA,1,1,1,"Rv3269","CDS","Rv3269"
1,6,3,17,"Rv3270","CDS","ctpC"
NA,3,NA,1,"Rv3271c","CDS","Rv3271c"
4,13,4,10,"Rv3272","CDS","Rv3272"
NA,14,3,27,"Rv3273","CDS","Rv3273"
NA,7,NA,8,"Rv3274c","CDS","fadE25"
2,3,NA,8,"Rv3275c","CDS","purE"
1,9,3,12,"Rv3276c","CDS","purK"
NA,6,1,2,"Rv3277","CDS","Rv3277"
1,2,1,5,"Rv3278c","CDS","Rv3278c"
1,5,1,6,"Rv3279c","CDS","birA"
NA,11,2,14,"Rv3280","CDS","accD5"
4,7,NA,9,"Rv3281","CDS","accE5"
2,NA,2,5,"Rv3282","CDS","Rv3282"
1,11,2,7,"Rv3283","CDS","sseA"
NA,5,2,7,"Rv3284","CDS","Rv3284"
2,12,NA,21,"Rv3285","CDS","accA3"
2,2,NA,6,"Rv3286c","CDS","sigF"
NA,NA,NA,NA,"Rv3287c","-10_signal","rsbW"
NA,NA,NA,NA,"Rv3287c","-35_signal","rsbW"
NA,2,NA,3,"Rv3287c","CDS","rsbW"
3,3,1,2,"Rv3288c","CDS","usfY"
NA,1,1,6,"Rv3289c","CDS","Rv3289c"
NA,6,5,15,"Rv3290c","CDS","lat"
1,2,2,1,"Rv3291c","CDS","lrpA"
2,7,4,11,"Rv3292","CDS","Rv3292"
NA,3,4,17,"Rv3293","CDS","pcd"
2,6,3,6,"Rv3294c","CDS","Rv3294c"
3,2,1,5,"Rv3295","CDS","Rv3295"
6,28,8,55,"Rv3296","CDS","lhr"
1,2,1,7,"Rv3297","CDS","nei"
2,4,NA,10,"Rv3298c","CDS","lpqC"
NA,22,8,33,"Rv3299c","CDS","atsB"
1,8,4,12,"Rv3300c","CDS","Rv3300c"
1,NA,NA,4,"Rv3301c","CDS","phoY1"
2,9,1,17,"Rv3302c","CDS","glpD2"
NA,5,2,16,"Rv3303c","CDS","lpdA"
NA,4,2,6,"Rv3304","CDS","Rv3304"
1,9,3,11,"Rv3305c","CDS","amiA1"
2,7,2,8,"Rv3306c","CDS","amiB1"
NA,4,2,13,"Rv3307","CDS","deoD"
2,16,3,16,"Rv3308","CDS","pmmB"
1,4,5,8,"Rv3309c","CDS","upp"
2,7,2,11,"Rv3310","CDS","sapM"
1,7,NA,8,"Rv3311","CDS","Rv3311"
1,10,NA,5,"Rv3312A","CDS","Rv3312A"
1,6,7,8,"Rv3312c","CDS","Rv3312c"
NA,4,1,11,"Rv3313c","CDS","add"
NA,5,4,14,"Rv3314c","CDS","deoA"
1,3,NA,3,"Rv3315c","CDS","cdd"
NA,NA,NA,4,"Rv3316","CDS","sdhC"
NA,1,3,3,"Rv3317","CDS","sdhD"
1,10,NA,14,"Rv3318","CDS","sdhA"
NA,6,1,14,"Rv3319","CDS","sdhB"
1,2,1,1,"Rv3320c","CDS","vapC44"
2,2,NA,NA,"Rv3321c","CDS","vapB44"
2,3,3,7,"Rv3322c","CDS","Rv3322c"
2,NA,3,5,"Rv3323c","CDS","moaX"
NA,NA,NA,NA,"Rv3324A","CDS","Rv3324A"
NA,1,NA,4,"Rv3324c","CDS","moaC3"
NA,1,1,2,"Rv3325","CDS","Rv3325"
1,5,4,6,"Rv3326","CDS","Rv3326"
4,12,2,7,"Rv3327","CDS","Rv3327"
NA,8,NA,10,"Rv3328c","CDS","sigJ"
NA,9,2,16,"Rv3329","CDS","Rv3329"
2,11,4,18,"Rv3330","CDS","dacB1"
2,5,1,15,"Rv3331","CDS","sugI"
NA,11,2,9,"Rv3332","CDS","nagA"
4,5,6,33,"Rv3333c","CDS","Rv3333c"
1,3,NA,4,"Rv3334","CDS","Rv3334"
1,1,2,7,"Rv3335c","CDS","Rv3335c"
2,8,1,6,"Rv3336c","CDS","trpS"
1,2,1,6,"Rv3337","CDS","Rv3337"
1,3,NA,11,"Rv3338","CDS","Rv3338"
1,7,NA,10,"Rv3339c","CDS","icd1"
1,8,2,16,"Rv3340","CDS","metC"
1,8,1,10,"Rv3341","CDS","metA"
NA,4,2,12,"Rv3342","CDS","Rv3342"
5,77,15,90,"Rv3343c","CDS","PPE54"
2,6,1,3,"Rv3344c","CDS","PE_PGRS49"
1,17,3,12,"Rv3345c","CDS","PE_PGRS50"
NA,NA,NA,2,"Rv3346c","CDS","Rv3346c"
7,62,12,115,"Rv3347c","CDS","PPE55"
NA,2,1,4,"Rv3348","CDS","Rv3348"
2,8,8,4,"Rv3349c","CDS","Rv3349c"
10,81,16,124,"Rv3350c","CDS","PPE56"
NA,7,1,8,"Rv3351c","CDS","Rv3351c"
NA,2,NA,3,"Rv3352c","CDS","Rv3352c"
NA,NA,NA,5,"Rv3353c","CDS","Rv3353c"
NA,4,2,4,"Rv3354","CDS","Rv3354"
NA,NA,NA,2,"Rv3355c","CDS","Rv3355c"
NA,7,NA,12,"Rv3356c","CDS","folD"
NA,NA,1,2,"Rv3357","CDS","relJ"
NA,2,NA,2,"Rv3358","CDS","relK"
1,4,2,14,"Rv3359","CDS","Rv3359"
NA,3,2,4,"Rv3360","CDS","Rv3360"
NA,NA,NA,2,"Rv3361c","CDS","Rv3361c"
1,2,1,5,"Rv3362c","CDS","Rv3362c"
1,1,NA,8,"Rv3363c","CDS","Rv3363c"
NA,2,1,2,"Rv3364c","CDS","Rv3364c"
3,20,7,44,"Rv3365c","CDS","Rv3365c"
NA,4,1,3,"Rv3366","CDS","spoU"
NA,11,1,5,"Rv3367","CDS","PE_PGRS51"
