"CCT(proX)","CCC(proT)","CCA(proU)","CCG(proY)","geneSymbol","geneType","geneLocus"
7.11111111111111,28,7.11111111111111,57.7777777777778,"pks12","CDS","Rv2048c"
NA,100,NA,NA,"Rv2049c","CDS","Rv2049c"
NA,42.8571428571429,NA,57.1428571428571,"Rv2050","CDS","Rv2050"
4.6875,34.375,6.25,54.6875,"ppm1","CDS","Rv2051c"
NA,48.3870967741936,3.2258064516129,48.3870967741936,"Rv2052c","CDS","Rv2052c"
21.4285714285714,14.2857142857143,21.4285714285714,42.8571428571429,"fxsA","CDS","Rv2053c"
9.52380952380952,42.8571428571429,9.52380952380952,38.0952380952381,"Rv2054","CDS","Rv2054"
NA,25,25,50,"rpsR2","CDS","Rv2055c"
NA,66.6666666666667,16.6666666666667,16.6666666666667,"rpsN2","CDS","Rv2056c"
NA,33.3333333333333,NA,66.6666666666667,"rpmG1","CDS","Rv2057c"
NA,66.6666666666667,NA,33.3333333333333,"rpmB2","CDS","Rv2058c"
13.953488372093,32.5581395348837,18.6046511627907,34.8837209302326,"Rv2059","CDS","Rv2059"
14.2857142857143,14.2857142857143,14.2857142857143,57.1428571428571,"Rv2060","CDS","Rv2060"
16.6666666666667,33.3333333333333,NA,50,"Rv2061c","CDS","Rv2061c"
1.44927536231884,27.536231884058,2.89855072463768,68.1159420289855,"cobN","CDS","Rv2062c"
15.3846153846154,38.4615384615385,23.0769230769231,23.0769230769231,"mazF7","CDS","Rv2063A"
NA,NA,NA,NA,"mazE7","CDS","Rv2063"
NA,50,9.09090909090909,40.9090909090909,"cobG","CDS","Rv2064"
NA,54.5454545454545,18.1818181818182,27.2727272727273,"cobH","CDS","Rv2065"
3.125,31.25,6.25,59.375,"cobI","CDS","Rv2066"
4.54545454545455,27.2727272727273,NA,68.1818181818182,"Rv2067c","CDS","Rv2067c"
NA,41.1764705882353,NA,58.8235294117647,"blaC","CDS","Rv2068c"
NA,60,NA,40,"sigC","CDS","Rv2069"
12.5,25,12.5,50,"cobK","CDS","Rv2070c"
NA,35.2941176470588,NA,64.7058823529412,"cobM","CDS","Rv2071c"
NA,26.0869565217391,21.7391304347826,52.1739130434783,"cobL","CDS","Rv2072c"
NA,36.3636363636364,9.09090909090909,54.5454545454545,"Rv2073c","CDS","Rv2073c"
NA,40,20,40,"Rv2074","CDS","Rv2074"
4.65116279069767,32.5581395348837,13.953488372093,48.8372093023256,"Rv2075c","CDS","Rv2075c"
33.3333333333333,33.3333333333333,33.3333333333333,NA,"Rv2076c","CDS","Rv2076c"
NA,NA,66.6666666666667,33.3333333333333,"Rv2077A","CDS","Rv2077A"
10,10,30,50,"Rv2077c","CDS","Rv2077c"
50,50,NA,NA,"Rv2078","CDS","Rv2078"
2.4390243902439,29.2682926829268,19.5121951219512,48.780487804878,"Rv2079","CDS","Rv2079"
8.33333333333333,33.3333333333333,25,33.3333333333333,"lppJ","CDS","Rv2080"
12.5,12.5,25,50,"Rv2081c","CDS","Rv2081c"
1.96078431372549,43.1372549019608,28.4313725490196,26.4705882352941,"Rv2082","CDS","Rv2082"
5.26315789473684,39.4736842105263,7.89473684210526,47.3684210526316,"Rv2083","CDS","Rv2083"
22.2222222222222,11.1111111111111,33.3333333333333,33.3333333333333,"Rv2084","CDS","Rv2084"
NA,20,20,60,"Rv2085","CDS","Rv2085"
31.25,31.25,18.75,18.75,"Rv2086","CDS","Rv2086"
16.6666666666667,33.3333333333333,NA,50,"Rv2087","CDS","Rv2087"
1.96078431372549,31.3725490196078,15.6862745098039,50.9803921568627,"pknJ","CDS","Rv2088"
9.09090909090909,18.1818181818182,4.54545454545455,68.1818181818182,"pepE","CDS","Rv2089c"
1.92307692307692,15.3846153846154,19.2307692307692,63.4615384615385,"Rv2090","CDS","Rv2090"
NA,44.8275862068966,6.89655172413793,48.2758620689655,"Rv2091c","CDS","Rv2091c"
4.25531914893617,27.6595744680851,4.25531914893617,63.8297872340426,"helY","CDS","Rv2092c"
11.7647058823529,29.4117647058824,17.6470588235294,41.1764705882353,"tatC","CDS","Rv2093c"
NA,50,NA,50,"tatA","CDS","Rv2094c"
NA,21.7391304347826,4.34782608695652,73.9130434782609,"pafC","CDS","Rv2095c"
12.5,25,6.25,56.25,"pafB","CDS","Rv2096c"
NA,46.1538461538462,15.3846153846154,38.4615384615385,"pafA","CDS","Rv2097c"
5.26315789473684,52.6315789473684,10.5263157894737,31.5789473684211,"PE_PGRS36","CDS","Rv2098c"
NA,33.3333333333333,NA,66.6666666666667,"PE21","CDS","Rv2099c"
2.22222222222222,55.5555555555556,11.1111111111111,31.1111111111111,"Rv2100","CDS","Rv2100"
NA,31.25,4.6875,64.0625,"helZ","CDS","Rv2101"
NA,37.5,12.5,50,"Rv2102","CDS","Rv2102"
NA,33.3333333333333,NA,66.6666666666667,"vapC37","CDS","Rv2103c"
66.6666666666667,NA,NA,33.3333333333333,"vapB37","CDS","Rv2104c"
NA,25,25,50,"Rv2105","CDS","Rv2105"
6.25,31.25,25,37.5,"Rv2106","CDS","Rv2106"
25,25,25,25,"PE22","CDS","Rv2107"
7.14285714285714,35.7142857142857,7.14285714285714,50,"PPE36","CDS","Rv2108"
20,20,10,50,"prcA","CDS","Rv2109c"
NA,21.4285714285714,7.14285714285714,71.4285714285714,"prcB","CDS","Rv2110c"
NA,NA,NA,NA,"pup","CDS","Rv2111c"
9.09090909090909,24.2424242424242,3.03030303030303,63.6363636363636,"dop","CDS","Rv2112c"
4.76190476190476,33.3333333333333,NA,61.9047619047619,"Rv2113","CDS","Rv2113"
6.25,37.5,18.75,37.5,"Rv2114","CDS","Rv2114"
10.7142857142857,39.2857142857143,7.14285714285714,42.8571428571429,"mpa","CDS","Rv2115c"
11.5384615384615,30.7692307692308,3.84615384615385,53.8461538461538,"lppK","CDS","Rv2116"
NA,50,NA,50,"Rv2117","CDS","Rv2117"
NA,23.5294117647059,5.88235294117647,70.5882352941177,"Rv2118c","CDS","Rv2118c"
NA,30,16.6666666666667,53.3333333333333,"Rv2119","CDS","Rv2119"
NA,16.6666666666667,NA,83.3333333333333,"Rv2120c","CDS","Rv2120c"
NA,23.0769230769231,NA,76.9230769230769,"hisG","CDS","Rv2121c"
NA,NA,NA,100,"hisE","CDS","Rv2122c"
8.88888888888889,24.4444444444444,11.1111111111111,55.5555555555556,"PPE37","CDS","Rv2123"
1.96078431372549,23.5294117647059,3.92156862745098,70.5882352941177,"metH","CDS","Rv2124c"
NA,19.047619047619,19.047619047619,61.9047619047619,"Rv2125","CDS","Rv2125"
11.1111111111111,44.4444444444444,NA,44.4444444444444,"PE_PGRS37","CDS","Rv2126c"
4.34782608695652,30.4347826086957,8.69565217391304,56.5217391304348,"ansP1","CDS","Rv2127"
NA,NA,100,NA,"Rv2128","CDS","Rv2128"
15.3846153846154,46.1538461538462,NA,38.4615384615385,"Rv2129c","CDS","Rv2129c"
4,28,20,48,"mshC","CDS","Rv2130c"
16.6666666666667,11.1111111111111,11.1111111111111,61.1111111111111,"cysQ","CDS","Rv2131c"
NA,NA,NA,100,"Rv2132","CDS","Rv2132"
4.76190476190476,38.0952380952381,NA,57.1428571428571,"Rv2133c","CDS","Rv2133c"
6.25,43.75,NA,50,"Rv2134c","CDS","Rv2134c"
NA,21.4285714285714,14.2857142857143,64.2857142857143,"Rv2135c","CDS","Rv2135c"
NA,28.5714285714286,14.2857142857143,57.1428571428571,"Rv2136c","CDS","Rv2136c"
NA,NA,20,80,"Rv2137c","CDS","Rv2137c"
3.84615384615385,30.7692307692308,11.5384615384615,53.8461538461538,"lppL","CDS","Rv2138"
NA,30.7692307692308,11.5384615384615,57.6923076923077,"pyrD","CDS","Rv2139"
22.2222222222222,44.4444444444444,NA,33.3333333333333,"TB18.6","CDS","Rv2140c"
8.33333333333333,25,12.5,54.1666666666667,"Rv2141c","CDS","Rv2141c"
NA,NA,NA,NA,"parD2","CDS","Rv2142A"
NA,16.6666666666667,16.6666666666667,66.6666666666667,"parE2","CDS","Rv2142c"
3.7037037037037,11.1111111111111,29.6296296296296,55.5555555555556,"Rv2143","CDS","Rv2143"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"Rv2144c","CDS","Rv2144c"
18.1818181818182,9.09090909090909,NA,72.7272727272727,"wag31","CDS","Rv2145c"
NA,25,NA,75,"Rv2146c","CDS","Rv2146c"
5.88235294117647,47.0588235294118,17.6470588235294,29.4117647058824,"Rv2147c","CDS","Rv2147c"
NA,10,20,70,"Rv2148c","CDS","Rv2148c"
NA,50,7.14285714285714,42.8571428571429,"yfiH","CDS","Rv2149c"
NA,40,NA,60,"ftsZ","CDS","Rv2150c"
11.5384615384615,11.5384615384615,15.3846153846154,61.5384615384615,"ftsQ","CDS","Rv2151c"
NA,50,NA,50,"murC","CDS","Rv2152c"
3.33333333333333,36.6666666666667,3.33333333333333,56.6666666666667,"murG","CDS","Rv2153c"
5.71428571428571,40,2.85714285714286,51.4285714285714,"ftsW","CDS","Rv2154c"
9.67741935483871,22.5806451612903,6.45161290322581,61.2903225806452,"murD","CDS","Rv2155c"
NA,30,NA,70,"murX","CDS","Rv2156c"
NA,24,8,68,"murF","CDS","Rv2157c"
NA,51.7241379310345,3.44827586206897,44.8275862068966,"murE","CDS","Rv2158c"
3.125,25,6.25,65.625,"Rv2159c","CDS","Rv2159c"
9.09090909090909,18.1818181818182,22.7272727272727,50,"Rv2160A","CDS","Rv2160A"
66.6666666666667,NA,NA,33.3333333333333,"Rv2160c","CDS","Rv2160c"
NA,16,4,80,"Rv2161c","CDS","Rv2161c"
6.25,62.5,6.25,25,"PE_PGRS38","CDS","Rv2162c"
15.2173913043478,36.9565217391304,10.8695652173913,36.9565217391304,"pbpB","CDS","Rv2163c"
8.33333333333333,26.3888888888889,12.5,52.7777777777778,"Rv2164c","CDS","Rv2164c"
12,20,32,36,"Rv2165c","CDS","Rv2165c"
NA,50,16.6666666666667,33.3333333333333,"Rv2166c","CDS","Rv2166c"
6.25,31.25,25,37.5,"Rv2167c","CDS","Rv2167c"
NA,25,25,50,"Rv2168c","CDS","Rv2168c"
20,20,20,40,"Rv2169c","CDS","Rv2169c"
NA,46.1538461538462,15.3846153846154,38.4615384615385,"Rv2170","CDS","Rv2170"
14.2857142857143,35.7142857142857,14.2857142857143,35.7142857142857,"lppM","CDS","Rv2171"
5.26315789473684,21.0526315789474,10.5263157894737,63.1578947368421,"Rv2172c","CDS","Rv2172c"
9.09090909090909,36.3636363636364,9.09090909090909,45.4545454545455,"idsA2","CDS","Rv2173"
6.89655172413793,27.5862068965517,13.7931034482759,51.7241379310345,"mptA","CDS","Rv2174"
25,33.3333333333333,8.33333333333333,33.3333333333333,"Rv2175c","CDS","Rv2175c"
20.8333333333333,20.8333333333333,12.5,45.8333333333333,"pknL","CDS","Rv2176"
18.1818181818182,45.4545454545455,NA,36.3636363636364,"Rv2177c","CDS","Rv2177c"
3.57142857142857,14.2857142857143,14.2857142857143,67.8571428571429,"aroG","CDS","Rv2178c"
NA,46.1538461538462,15.3846153846154,38.4615384615385,"Rv2179c","CDS","Rv2179c"
NA,22.2222222222222,11.1111111111111,66.6666666666667,"Rv2180c","CDS","Rv2180c"
3.84615384615385,19.2307692307692,23.0769230769231,53.8461538461538,"Rv2181","CDS","Rv2181"
NA,20,6.66666666666667,73.3333333333333,"Rv2182c","CDS","Rv2182c"
NA,36.3636363636364,9.09090909090909,54.5454545454545,"Rv2183c","CDS","Rv2183c"
12.5,33.3333333333333,8.33333333333333,45.8333333333333,"Rv2184c","CDS","Rv2184c"
NA,33.3333333333333,16.6666666666667,50,"TB16.3","CDS","Rv2185c"
20,20,NA,60,"Rv2186c","CDS","Rv2186c"
4,40,8,48,"fadD15","CDS","Rv2187"
NA,27.2727272727273,18.1818181818182,54.5454545454545,"pimB","CDS","Rv2188c"
21.4285714285714,14.2857142857143,21.4285714285714,42.8571428571429,"Rv2189c","CDS","Rv2189c"
17.2413793103448,24.1379310344828,6.89655172413793,51.7241379310345,"Rv2190c","CDS","Rv2190c"
10.4166666666667,20.8333333333333,16.6666666666667,52.0833333333333,"Rv2191","CDS","Rv2191"
NA,36.8421052631579,NA,63.1578947368421,"trpD","CDS","Rv2192c"
NA,25,12.5,62.5,"ctaE","CDS","Rv2193"
6.25,43.75,12.5,37.5,"qcrC","CDS","Rv2194"
6.89655172413793,37.9310344827586,13.7931034482759,41.3793103448276,"qcrA","CDS","Rv2195"
2.56410256410256,28.2051282051282,12.8205128205128,56.4102564102564,"qcrB","CDS","Rv2196"
NA,27.2727272727273,9.09090909090909,63.6363636363636,"Rv2197c","CDS","Rv2197c"
2.12765957446809,19.1489361702128,19.1489361702128,59.5744680851064,"mmpS3","CDS","Rv2198c"
20,20,NA,60,"Rv2199c","CDS","Rv2199c"
16.6666666666667,20.8333333333333,8.33333333333333,54.1666666666667,"ctaC","CDS","Rv2200c"
2.5,25,7.5,65,"asnB","CDS","Rv2201"
20,50,10,20,"adoK","CDS","Rv2202c"
4.34782608695652,39.1304347826087,4.34782608695652,52.1739130434783,"Rv2203","CDS","Rv2203"
NA,25,NA,75,"Rv2204c","CDS","Rv2204c"
6.25,18.75,25,50,"Rv2205c","CDS","Rv2205c"
5.88235294117647,47.0588235294118,5.88235294117647,41.1764705882353,"Rv2206","CDS","Rv2206"
NA,21.0526315789474,5.26315789473684,73.6842105263158,"cobT","CDS","Rv2207"
5.88235294117647,17.6470588235294,NA,76.4705882352941,"cobS","CDS","Rv2208"
3.125,34.375,18.75,43.75,"Rv2209","CDS","Rv2209"
16.6666666666667,27.7777777777778,NA,55.5555555555556,"ilvE","CDS","Rv2210c"
NA,23.8095238095238,19.047619047619,57.1428571428571,"gcvT","CDS","Rv2211c"
10.5263157894737,36.8421052631579,26.3157894736842,26.3157894736842,"Rv2212","CDS","Rv2212"
3.2258064516129,32.258064516129,3.2258064516129,61.2903225806452,"pepB","CDS","Rv2213"
2.63157894736842,39.4736842105263,NA,57.8947368421053,"ephD","CDS","Rv2214c"
7.40740740740741,27.7777777777778,11.1111111111111,53.7037037037037,"dlaT","CDS","Rv2215"
18.75,37.5,6.25,37.5,"Rv2216","CDS","Rv2216"
NA,38.4615384615385,15.3846153846154,46.1538461538462,"lipB","CDS","Rv2217"
5.55555555555556,33.3333333333333,16.6666666666667,44.4444444444444,"lipA","CDS","Rv2218"
NA,27.2727272727273,NA,72.7272727272727,"Rv2219A","CDS","Rv2219A"
NA,41.6666666666667,8.33333333333333,50,"Rv2219","CDS","Rv2219"
3.125,31.25,3.125,62.5,"glnA1","CDS","Rv2220"
3.7037037037037,38.8888888888889,9.25925925925926,48.1481481481481,"glnE","CDS","Rv2221c"
3.84615384615385,38.4615384615385,11.5384615384615,46.1538461538462,"glnA2","CDS","Rv2222c"
9.52380952380952,28.5714285714286,9.52380952380952,52.3809523809524,"Rv2223c","CDS","Rv2223c"
NA,30.7692307692308,2.56410256410256,66.6666666666667,"caeA","CDS","Rv2224c"
NA,35.7142857142857,NA,64.2857142857143,"panB","CDS","Rv2225"
9.09090909090909,18.1818181818182,13.6363636363636,59.0909090909091,"Rv2226","CDS","Rv2226"
13.3333333333333,26.6666666666667,20,40,"Rv2227","CDS","Rv2227"
7.14285714285714,35.7142857142857,NA,57.1428571428571,"Rv2228c","CDS","Rv2228c"
NA,25,25,50,"Rv2229c","CDS","Rv2229c"
3.57142857142857,25,14.2857142857143,57.1428571428571,"Rv2230c","CDS","Rv2230c"
21.4285714285714,14.2857142857143,28.5714285714286,35.7142857142857,"vapC16","CDS","Rv2231A"
50,50,NA,NA,"vapB16","CDS","Rv2231B"
7.40740740740741,29.6296296296296,7.40740740740741,55.5555555555556,"cobC","CDS","Rv2231c"
23.8095238095238,23.8095238095238,19.047619047619,33.3333333333333,"ptkA","CDS","Rv2232"
14.2857142857143,28.5714285714286,28.5714285714286,28.5714285714286,"ptpA","CDS","Rv2234"
NA,22.2222222222222,29.6296296296296,48.1481481481481,"Rv2235","CDS","Rv2235"
5.55555555555556,50,NA,44.4444444444444,"cobD","CDS","Rv2236c"
20,NA,20,60,"Rv2237A","CDS","Rv2237A"
NA,NA,12.5,87.5,"Rv2237","CDS","Rv2237"
11.1111111111111,22.2222222222222,22.2222222222222,44.4444444444444,"ahpE","CDS","Rv2238c"
NA,66.6666666666667,NA,33.3333333333333,"Rv2239c","CDS","Rv2239c"
16.6666666666667,33.3333333333333,NA,50,"Rv2240c","CDS","Rv2240c"
NA,36.2068965517241,3.44827586206897,60.3448275862069,"aceE","CDS","Rv2241"
NA,40.7407407407407,18.5185185185185,40.7407407407407,"Rv2242","CDS","Rv2242"
NA,43.75,6.25,50,"fabD","CDS","Rv2243"
16.6666666666667,33.3333333333333,NA,50,"acpM","CDS","Rv2244"
12.5,33.3333333333333,4.16666666666667,50,"kasA","CDS","Rv2245"
NA,43.4782608695652,17.3913043478261,39.1304347826087,"kasB","CDS","Rv2246"
NA,21.7391304347826,NA,78.2608695652174,"accD6","CDS","Rv2247"
NA,53.8461538461538,NA,46.1538461538462,"Rv2248","CDS","Rv2248"
6.45161290322581,35.4838709677419,6.45161290322581,51.6129032258064,"glpD1","CDS","Rv2249c"
NA,63.6363636363636,27.2727272727273,9.09090909090909,"Rv2250A","CDS","Rv2250A"
NA,33.3333333333333,NA,66.6666666666667,"Rv2250c","CDS","Rv2250c"
3.33333333333333,23.3333333333333,10,63.3333333333333,"Rv2251","CDS","Rv2251"
NA,46.6666666666667,13.3333333333333,40,"Rv2252","CDS","Rv2252"
NA,14.2857142857143,50,35.7142857142857,"Rv2253","CDS","Rv2253"
NA,12.5,25,62.5,"Rv2254c","CDS","Rv2254c"
NA,25,25,50,"Rv2255c","CDS","Rv2255c"
18.1818181818182,9.09090909090909,NA,72.7272727272727,"Rv2256c","CDS","Rv2256c"
NA,64.7058823529412,5.88235294117647,29.4117647058824,"Rv2257c","CDS","Rv2257c"
9.09090909090909,18.1818181818182,9.09090909090909,63.6363636363636,"Rv2258c","CDS","Rv2258c"
5.88235294117647,52.9411764705882,NA,41.1764705882353,"mscR","CDS","Rv2259"
16.6666666666667,33.3333333333333,8.33333333333333,41.6666666666667,"Rv2260","CDS","Rv2260"
NA,16.6666666666667,33.3333333333333,50,"Rv2261c","CDS","Rv2261c"
4.16666666666667,20.8333333333333,4.16666666666667,70.8333333333333,"Rv2262c","CDS","Rv2262c"
6.25,25,6.25,62.5,"Rv2263","CDS","Rv2263"
8.75,22.5,11.25,57.5,"Rv2264c","CDS","Rv2264c"
10,30,10,50,"Rv2265","CDS","Rv2265"
NA,46.1538461538462,11.5384615384615,42.3076923076923,"cyp124","CDS","Rv2266"
8.33333333333333,20.8333333333333,20.8333333333333,50,"Rv2267c","CDS","Rv2267c"
5.40540540540541,24.3243243243243,13.5135135135135,56.7567567567568,"cyp128","CDS","Rv2268c"
22.2222222222222,22.2222222222222,22.2222222222222,33.3333333333333,"Rv2269c","CDS","Rv2269c"
NA,26.6666666666667,20,53.3333333333333,"lppN","CDS","Rv2270"
50,25,25,NA,"Rv2271","CDS","Rv2271"
NA,57.1428571428571,14.2857142857143,28.5714285714286,"Rv2272","CDS","Rv2272"
NA,20,NA,80,"Rv2273","CDS","Rv2273"
14.2857142857143,NA,28.5714285714286,57.1428571428571,"mazE8","CDS","Rv2274A"
28.5714285714286,14.2857142857143,42.8571428571429,14.2857142857143,"mazF8","CDS","Rv2274c"
11.7647058823529,23.5294117647059,11.7647058823529,52.9411764705882,"Rv2275","CDS","Rv2275"
13.3333333333333,40,10,36.6666666666667,"cyp121","CDS","Rv2276"
5,15,5,75,"Rv2277c","CDS","Rv2277c"
NA,25,25,50,"Rv2278","CDS","Rv2278"
6.25,31.25,25,37.5,"Rv2279","CDS","Rv2279"
4.54545454545455,22.7272727272727,22.7272727272727,50,"Rv2280","CDS","Rv2280"
14.2857142857143,7.14285714285714,14.2857142857143,64.2857142857143,"pitB","CDS","Rv2281"
22.2222222222222,22.2222222222222,5.55555555555556,50,"Rv2282c","CDS","Rv2282c"
NA,60,NA,40,"Rv2283","CDS","Rv2283"
3.125,28.125,18.75,50,"lipM","CDS","Rv2284"
6.06060606060606,15.1515151515152,18.1818181818182,60.6060606060606,"Rv2285","CDS","Rv2285"
13.3333333333333,13.3333333333333,6.66666666666667,66.6666666666667,"Rv2286c","CDS","Rv2286c"
4.76190476190476,33.3333333333333,23.8095238095238,38.0952380952381,"yjcE","CDS","Rv2287"
7.69230769230769,23.0769230769231,30.7692307692308,38.4615384615385,"Rv2288","CDS","Rv2288"
7.69230769230769,38.4615384615385,15.3846153846154,38.4615384615385,"cdh","CDS","Rv2289"
NA,29.4117647058824,17.6470588235294,52.9411764705882,"lppO","CDS","Rv2290"
6.66666666666667,33.3333333333333,6.66666666666667,53.3333333333333,"sseB","CDS","Rv2291"
NA,50,NA,50,"Rv2292c","CDS","Rv2292c"
31.25,12.5,6.25,50,"Rv2293c","CDS","Rv2293c"
12.5,29.1666666666667,16.6666666666667,41.6666666666667,"Rv2294","CDS","Rv2294"
18.75,56.25,6.25,18.75,"Rv2295","CDS","Rv2295"
3.33333333333333,30,10,56.6666666666667,"Rv2296","CDS","Rv2296"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"Rv2297","CDS","Rv2297"
5.26315789473684,26.3157894736842,5.26315789473684,63.1578947368421,"Rv2298","CDS","Rv2298"
NA,28.5714285714286,4.76190476190476,66.6666666666667,"htpG","CDS","Rv2299c"
5,50,NA,45,"Rv2300c","CDS","Rv2300c"
10,75,NA,15,"cut2","CDS","Rv2301"
NA,33.3333333333333,33.3333333333333,33.3333333333333,"Rv2302","CDS","Rv2302"
13.0434782608696,39.1304347826087,4.34782608695652,43.4782608695652,"Rv2303c","CDS","Rv2303c"
NA,25,25,50,"Rv2304c","CDS","Rv2304c"
13.0434782608696,30.4347826086957,13.0434782608696,43.4782608695652,"Rv2305","CDS","Rv2305"
14.2857142857143,21.4285714285714,14.2857142857143,50,"Rv2306A","CDS","Rv2306A"
NA,30,10,60,"Rv2306B","CDS","Rv2306B"
50,25,NA,25,"Rv2307A","CDS","Rv2307A"
11.1111111111111,16.6666666666667,33.3333333333333,38.8888888888889,"Rv2307B","CDS","Rv2307B"
4.76190476190476,23.8095238095238,4.76190476190476,66.6666666666667,"Rv2307c","CDS","Rv2307c"
33.3333333333333,16.6666666666667,NA,50,"Rv2307D","CDS","Rv2307D"
NA,33.3333333333333,13.3333333333333,53.3333333333333,"Rv2308","CDS","Rv2308"
50,NA,16.6666666666667,33.3333333333333,"Rv2309A","CDS","Rv2309A"
33.3333333333333,22.2222222222222,22.2222222222222,22.2222222222222,"Rv2309c","CDS","Rv2309c"
NA,33.3333333333333,NA,66.6666666666667,"Rv2310","CDS","Rv2310"
NA,NA,20,80,"Rv2311","CDS","Rv2311"
16.6666666666667,50,33.3333333333333,NA,"Rv2312","CDS","Rv2312"
7.69230769230769,7.69230769230769,NA,84.6153846153846,"Rv2313c","CDS","Rv2313c"
7.14285714285714,21.4285714285714,10.7142857142857,60.7142857142857,"Rv2314c","CDS","Rv2314c"
4,28,20,48,"Rv2315c","CDS","Rv2315c"
6.66666666666667,40,20,33.3333333333333,"uspA","CDS","Rv2316"
6.66666666666667,13.3333333333333,13.3333333333333,66.6666666666667,"uspB","CDS","Rv2317"
4.34782608695652,39.1304347826087,4.34782608695652,52.1739130434783,"uspC","CDS","Rv2318"
NA,28.5714285714286,NA,71.4285714285714,"Rv2319c","CDS","Rv2319c"
8.33333333333333,20.8333333333333,8.33333333333333,62.5,"rocE","CDS","Rv2320c"
NA,25,12.5,62.5,"rocD2","CDS","Rv2321c"
13.3333333333333,20,6.66666666666667,60,"rocD1","CDS","Rv2322c"
5.26315789473684,26.3157894736842,21.0526315789474,47.3684210526316,"Rv2323c","CDS","Rv2323c"
20,40,NA,40,"Rv2324","CDS","Rv2324"
15.7894736842105,10.5263157894737,10.5263157894737,63.1578947368421,"Rv2325c","CDS","Rv2325c"
8.57142857142857,25.7142857142857,5.71428571428571,60,"Rv2326c","CDS","Rv2326c"
7.69230769230769,23.0769230769231,30.7692307692308,38.4615384615385,"Rv2327","CDS","Rv2327"
23.0769230769231,23.0769230769231,23.0769230769231,30.7692307692308,"PE23","CDS","Rv2328"
9.52380952380952,23.8095238095238,9.52380952380952,57.1428571428571,"narK1","CDS","Rv2329c"
5.55555555555556,22.2222222222222,5.55555555555556,66.6666666666667,"lppP","CDS","Rv2330c"
25,12.5,25,37.5,"Rv2331A","CDS","Rv2331A"
NA,30.7692307692308,23.0769230769231,46.1538461538462,"Rv2331","CDS","Rv2331"
NA,27.5862068965517,13.7931034482759,58.6206896551724,"mez","CDS","Rv2332"
8.69565217391304,43.4782608695652,4.34782608695652,43.4782608695652,"stp","CDS","Rv2333c"
NA,21.0526315789474,5.26315789473684,73.6842105263158,"cysK1","CDS","Rv2334"
5.88235294117647,47.0588235294118,5.88235294117647,41.1764705882353,"cysE","CDS","Rv2335"
22.2222222222222,33.3333333333333,16.6666666666667,27.7777777777778,"Rv2336","CDS","Rv2336"
8.69565217391304,21.7391304347826,26.0869565217391,43.4782608695652,"Rv2337c","CDS","Rv2337c"
28.5714285714286,14.2857142857143,28.5714285714286,28.5714285714286,"moeW","CDS","Rv2338c"
8.69565217391304,28.2608695652174,17.3913043478261,45.6521739130435,"mmpL9","CDS","Rv2339"
10.5263157894737,21.0526315789474,NA,68.4210526315789,"PE_PGRS39","CDS","Rv2340c"
NA,30,30,40,"lppQ","CDS","Rv2341"
NA,66.6666666666667,NA,33.3333333333333,"Rv2342","CDS","Rv2342"
3.84615384615385,38.4615384615385,7.69230769230769,50,"dnaG","CDS","Rv2343c"
5.55555555555556,33.3333333333333,5.55555555555556,55.5555555555556,"dgt","CDS","Rv2344c"
8.69565217391304,26.0869565217391,8.69565217391304,56.5217391304348,"Rv2345","CDS","Rv2345"
NA,NA,NA,NA,"esxO","CDS","Rv2346c"
NA,NA,NA,100,"esxP","CDS","Rv2347c"
